drizzle-findMany,drizzle-findMany-filter-paginate-order,drizzle-findMany-1-level-nesting,drizzle-findFirst,drizzle-findFirst-1-level-nesting,drizzle-findUnique,drizzle-findUnique-1-level-nesting,drizzle-create,drizzle-nested-create,drizzle-update,drizzle-nested-update,drizzle-upsert,drizzle-nested-upsert,drizzle-delete
55.656675000005635,3.483304999972461,858.6951000000117,2.5190810000058264,3.356394000002183,2.261709000042174,3.2575530000030994,3.6444350000238046,10.528335000039078,2.9883029999909922,6.9522199999773875,2.937861999962479,7.597140999976546,4.820739999995567
25.785899000009522,2.6343009999836795,815.3897149999975,2.147138999949675,3.285403999965638,1.9321980000240728,3.191523999965284,2.9653720000060275,8.648056000005454,2.907361999968998,6.169374999997672,2.8139610000071116,6.532326999993529,3.927495999960229
27.820115000009537,2.596571000001859,817.9801890000235,2.140069000015501,3.1688829999766313,1.9399280000361614,2.847942000022158,2.943773000035435,8.61581499996828,2.806390999990981,6.08545499999309,3.031903000024613,7.233180000039283,6.4003759999759495
29.272830999980215,2.740162000001874,896.8134970000247,2.4262699999962933,3.567815000016708,2.4774409999954514,3.056722000008449,3.458853999967687,10.225551999988966,3.1523830000078306,7.0326590000186116,3.0553729999810457,7.603531999979168,4.716088999994099
22.882864999992307,2.33841999998549,928.4857760000159,2.2223099999828264,3.0372520000091754,2.0968279999797232,3.1789839999983087,3.0266820000251755,8.906565999961458,2.837110999971628,6.465045999968424,2.7725010000285693,9.6628399999463,4.009237000020221
22.808743999979924,2.339658999990206,880.9719579999801,4.474478999967687,3.3840840000193566,1.9563479999778792,2.8941220000269823,2.975523000000976,10.625444999954198,2.6674609999754466,6.560806999972556,2.771980999968946,6.948208999994677,4.126947000040673
55.10833800002001,2.8092520000063814,1128.7782729999744,5.4822430000058375,4.149476999999024,3.211163999978453,3.3031129999435507,3.1359930000035092,9.422998999943957,2.8423320000292733,10.470652999996673,3.0410020000417717,7.849792000022717,12.712263000023086
24.821423000015784,2.9703319999971427,934.773080999963,4.738129000004847,3.09968200000003,1.9894980000099167,3.0524030000087805,3.230553000001237,10.25167299999157,2.8320720000192523,6.480306999990717,4.09542699996382,6.848807999980636,4.246048000000883
22.39578199997777,2.550371000019368,831.7008159999968,4.579498999984935,3.113521999970544,2.07590799999889,3.0731829999713227,3.1423829999985173,9.930771000043023,3.004622000036761,8.30286499997601,2.8117110000457615,7.10912899998948,4.734020000032615
21.03341700002784,3.2812440000125207,947.8462469999795,6.7330780000193045,4.575499000027776,2.2844899999909103,4.589738999959081,20.874706999980845,10.724143999977969,3.253654000000097,10.409652999951504,10.396072999981698,9.923631000041496,5.086771000002045
39.30897200002801,2.5264599999645725,1061.5321859999676,2.2301599999773316,4.373037999961525,2.0319480000180192,3.190402999985963,3.3061340000131167,10.321441999985836,3.2297929999767803,7.085858999984339,2.7644109999528155,6.666407999990042,6.123175000015181
23.318155999993905,4.758700000005774,1088.4112559999921,4.447939000034239,6.615447000018321,2.4839309999952093,5.860723999969196,3.4858550000353716,12.85075300000608,6.270005999947898,9.066568000009283,2.94802199996775,7.018238999997266,5.790494000015315
21.898459999996703,2.373338999983389,864.2061529999482,4.145047000027262,2.9697119999909773,1.833098000031896,2.7278110000188462,2.7896110000438057,8.466305000009015,2.727370999986306,6.02178399998229,2.5528810000396334,6.020284999976866,3.790106000029482
20.9439859999693,2.2536890000337735,759.7798809999949,4.166277000040282,3.0668230000301264,1.9627379999728873,2.833571999974083,2.967852000030689,10.44849099998828,2.6925909999990836,5.98918400000548,2.8010709999944083,6.193266000016592,3.8935659999842755
23.272195999976248,2.265599000034854,969.5067170000402,3.7092260000063106,2.990221999993082,1.9382280000136234,2.8204810000024736,2.79623099998571,8.573784999956843,2.7927009999984875,12.203848999983165,2.90587100002449,11.08064399997238,4.785730000003241
23.512854999979027,2.6044699999620207,1076.9322309999843,4.054416999977548,4.9016800000099465,2.28605900000548,5.752844000002369,11.44659700000193,24.190918000007514,3.0606430000043474,6.741527000034694,2.9773220000206493,7.0462790000019595,4.10663699998986
22.172831000003498,2.4564099999843165,2221.4831709999708,38.36070600000676,11.1760550000472,2.5307599999941885,4.211506999970879,4.0923970000003465,52.137581999995746,9.21411800000351,53.98164999997243,50.8879270000034,13.000493000028655,6.709866999997757
